Timestamp,Power (W)
2025-05-07 15:50:35,971.9817504882812
2025-05-07 15:50:41,896.532958984375
2025-05-07 15:50:47,934.4273681640625
2025-05-07 15:50:54,944.5731201171875
2025-05-07 15:51:00,905.2616577148438
2025-05-07 15:51:06,922.5531005859375
2025-05-07 15:51:12,918.6987915039062
2025-05-07 15:51:18,902.0673828125
2025-05-07 15:51:24,889.1929931640625
2025-05-07 15:51:30,873.415771484375
2025-05-07 15:51:36,936.5245361328125
2025-05-07 15:51:42,962.5445556640625
2025-05-07 15:51:48,975.51611328125
2025-05-07 15:51:54,956.01025390625
2025-05-07 15:52:00,949.5731201171875
2025-05-07 15:52:07,890.9987182617188
2025-05-07 15:52:13,894.727294921875
2025-05-07 15:52:19,917.4559326171875
2025-05-07 15:52:25,940.6702880859375
2025-05-07 15:52:31,944.4760131835938
2025-05-07 15:52:37,875.46435546875
2025-05-07 15:52:43,929.0873413085938
2025-05-07 15:52:49,901.58154296875
2025-05-07 15:52:55,843.7156982421875
2025-05-07 15:53:02,926.844482421875
2025-05-07 15:53:08,950.0103149414062
2025-05-07 15:53:14,965.156005859375
2025-05-07 15:53:20,931.08740234375
2025-05-07 15:53:26,958.107421875
2025-05-07 15:53:32,866.9786376953125
2025-05-07 15:53:38,902.97021484375
2025-05-07 15:53:44,914.5530395507812
2025-05-07 15:53:50,875.3672485351562
2025-05-07 15:53:56,925.1359252929688
2025-05-07 15:54:03,945.01025390625
2025-05-07 15:54:09,933.3787841796875
2025-05-07 15:54:15,1008.6818237304688
2025-05-07 15:54:21,881.7072143554688
2025-05-07 15:54:27,904.0187377929688
2025-05-07 15:54:33,904.1644287109375
2025-05-07 15:54:39,951.9131469726562
2025-05-07 15:54:45,966.7388916015625
2025-05-07 15:54:51,895.2415771484375
2025-05-07 15:54:57,893.5816040039062
2025-05-07 15:55:03,910.4073486328125
2025-05-07 15:55:09,921.6987915039062
2025-05-07 15:55:15,1009.9246826171875
2025-05-07 15:55:22,953.4959716796875
2025-05-07 15:55:28,944.7188720703125
2025-05-07 15:55:34,878.8529663085938
2025-05-07 15:55:40,885.9987182617188
2025-05-07 15:55:46,955.8159790039062
2025-05-07 15:55:52,968.176025390625
2025-05-07 15:55:58,858.0272216796875
2025-05-07 15:56:04,857.0272216796875
2025-05-07 15:56:10,919.0187377929688
2025-05-07 15:56:16,922.7958984375
2025-05-07 15:56:22,955.156005859375
2025-05-07 15:56:29,882.7072143554688
2025-05-07 15:56:35,992.0503540039062
2025-05-07 15:56:41,922.0673217773438
2025-05-07 15:56:47,923.844482421875
2025-05-07 15:56:53,841.0072021484375
2025-05-07 15:56:59,956.0103149414062
2025-05-07 15:57:05,925.6987915039062
2025-05-07 15:57:11,919.5531005859375
2025-05-07 15:57:17,928.0873413085938
2025-05-07 15:57:23,895.0472412109375
2025-05-07 15:57:29,953.156005859375
2025-05-07 16:08:40,843.0071411132812
2025-05-07 16:08:46,845.25
2025-05-07 16:08:52,874.512939453125
2025-05-07 16:08:59,962.8360595703125
2025-05-07 16:09:05,917.6987915039062
2025-05-07 16:09:11,900.9215698242188
2025-05-07 16:09:17,935.5044555664062
2025-05-07 16:09:23,920.4073486328125
2025-05-07 16:09:29,940.2330932617188
2025-05-07 16:09:35,881.65869140625
2025-05-07 16:09:41,924.1359252929688
2025-05-07 16:09:47,957.7674560546875
2025-05-07 16:09:53,967.5932006835938
2025-05-07 16:09:59,893.6787109375
2025-05-07 16:10:06,980.5160522460938
2025-05-07 16:10:12,853.687255859375
2025-05-07 16:10:18,897.3386840820312
2025-05-07 16:10:24,936.7188110351562
2025-05-07 16:10:30,946.5731201171875
2025-05-07 16:10:36,948.8646240234375
2025-05-07 16:10:42,871.8043823242188
2025-05-07 16:10:48,939.8645629882812
